"Matrix","Nrow","Ncol","IBRDepth","IBRSpkSep","IBRLisSep","SurprisalIBRDepth","SurprisalIBRSpkSep","SurprisalIBRLisSep"
"0011010001011111",4,4,"4","TRUE","TRUE","3","TRUE","TRUE"
"0011010001111000",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011010001111001",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0011010001111011",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011010001111100",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011010001111101",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011010001111111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011010010001000",4,4,"2","FALSE","FALSE","2","FALSE","FALSE"
"0011010010001001",4,4,"4","TRUE","TRUE","3","TRUE","TRUE"
"0011010010001011",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011010010001100",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011010010001101",4,4,"3","FALSE","TRUE","4","TRUE","TRUE"
"0011010010001111",4,4,"2","FALSE","TRUE","2","FALSE","TRUE"
"0011010010011001",4,4,"3","TRUE","FALSE","3","FALSE","FALSE"
"0011010010011010",4,4,"2","FALSE","FALSE","2","FALSE","FALSE"
"0011010010011011",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010010011100",4,4,"5","TRUE","TRUE","4","TRUE","TRUE"
"0011010010011101",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0011010010011110",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010010011111",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010010111011",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011010010111100",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011010010111101",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011010010111111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011010011001100",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011010011001101",4,4,"3","FALSE","TRUE","3","TRUE","TRUE"
"0011010011001111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011010011011101",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011010011011110",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011010011011111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011010011111111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011010101011000",4,4,"3","TRUE","FALSE","3","FALSE","FALSE"
"0011010101011001",4,4,"3","TRUE","FALSE","3","FALSE","FALSE"
"0011010101011010",4,4,"4","TRUE","FALSE","3","TRUE","FALSE"
"0011010101011011",4,4,"4","TRUE","FALSE","4","TRUE","FALSE"
"0011010101011100",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0011010101011101",4,4,"4","TRUE","FALSE","3","FALSE","FALSE"
"0011010101011110",4,4,"3","TRUE","FALSE","3","FALSE","FALSE"
"0011010101011111",4,4,"4","TRUE","FALSE","3","FALSE","FALSE"
"0011010101101000",4,4,"2","FALSE","FALSE","2","FALSE","FALSE"
"0011010101101001",4,4,"7","TRUE","TRUE","5","TRUE","TRUE"
"0011010101101010",4,4,"7","TRUE","TRUE","5","TRUE","TRUE"
"0011010101101011",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011010101101100",4,4,"7","TRUE","TRUE","5","TRUE","TRUE"
"0011010101101101",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011010101101110",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011010101101111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011010101111000",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010101111001",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010101111010",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0011010101111011",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0011010101111100",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0011010101111101",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0011010101111110",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010101111111",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010110001000",4,4,"3","TRUE","FALSE","3","TRUE","FALSE"
"0011010110001001",4,4,"4","TRUE","TRUE","3","TRUE","TRUE"
"0011010110001010",4,4,"5","TRUE","TRUE","4","TRUE","TRUE"
"0011010110001011",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0011010110001100",4,4,"5","TRUE","TRUE","4","TRUE","TRUE"
"0011010110001101",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0011010110001110",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010110001111",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010110011001",4,4,"3","TRUE","FALSE","3","FALSE","FALSE"
"0011010110011010",4,4,"7","TRUE","TRUE","5","TRUE","TRUE"
"0011010110011011",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010110011100",4,4,"7","TRUE","TRUE","5","TRUE","TRUE"
"0011010110011101",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010110011110",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010110011111",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010110101010",4,4,"4","TRUE","FALSE","3","TRUE","FALSE"
"0011010110101011",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0011010110101100",4,4,"2","FALSE","FALSE","2","FALSE","FALSE"
"0011010110101101",4,4,"4","FALSE","TRUE","5","TRUE","TRUE"
"0011010110101110",4,4,"4","FALSE","TRUE","5","TRUE","TRUE"
"0011010110101111",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0011010110111011",4,4,"4","TRUE","FALSE","3","FALSE","FALSE"
"0011010110111100",4,4,"4","FALSE","TRUE","5","TRUE","TRUE"
"0011010110111101",4,4,"4","TRUE","FALSE","4","TRUE","FALSE"
"0011010110111110",4,4,"4","TRUE","FALSE","3","FALSE","TRUE"
"0011010110111111",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0011010111001100",4,4,"4","TRUE","FALSE","3","TRUE","FALSE"
"0011010111001101",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0011010111001110",4,4,"4","FALSE","TRUE","5","TRUE","TRUE"
"0011010111001111",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0011010111011101",4,4,"4","TRUE","FALSE","3","FALSE","FALSE"
"0011010111011110",4,4,"4","TRUE","FALSE","3","FALSE","TRUE"
"0011010111011111",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0011010111101110",4,4,"3","TRUE","FALSE","3","TRUE","FALSE"
"0011010111101111",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0011010111111111",4,4,"4","TRUE","FALSE","4","TRUE","FALSE"
"0011011010011010",4,4,"7","TRUE","TRUE","5","TRUE","TRUE"
"0011011011011110",4,4,"4","TRUE","FALSE","3","FALSE","TRUE"
"0011011101111000",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011011101111001",4,4,"4","TRUE","FALSE","3","FALSE","FALSE"
"0011011101111011",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011011101111100",4,4,"3","FALSE","TRUE","3","FALSE","FALSE"
"0011011101111101",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0011011101111111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011011110001000",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011011110001001",4,4,"4","TRUE","TRUE","4","TRUE","TRUE"
"0011011110001011",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011011110001100",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011011110001101",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011011110001111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011011110011001",4,4,"4","TRUE","FALSE","4","TRUE","FALSE"
"0011011110011010",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011011110011011",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0011011110011100",4,4,"4","FALSE","TRUE","5","TRUE","TRUE"
"0011011110011101",4,4,"4","TRUE","FALSE","4","TRUE","FALSE"
"0011011110011110",4,4,"4","TRUE","FALSE","3","FALSE","TRUE"
"0011011110011111",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0011011110111011",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011011110111100",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011011110111101",4,4,"5","FALSE","TRUE","3","FALSE","TRUE"
"0011011110111111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011011111001100",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011011111001101",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011011111001111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011011111011101",4,4,"4","FALSE","FALSE","4","FALSE","FALSE"
"0011011111011110",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0011011111011111",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0011011111111111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011110011001100",4,4,"2","FALSE","FALSE","2","FALSE","FALSE"
"0011110011001101",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011110011001111",4,4,"2","FALSE","FALSE","3","FALSE","FALSE"
"0011110011011101",4,4,"3","FALSE","TRUE","3","FALSE","FALSE"
"0011110011011110",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011110011011111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011110011111111",4,4,"2","FALSE","TRUE","2","FALSE","TRUE"
"0011110111011101",4,4,"3","FALSE","FALSE","4","FALSE","FALSE"
"0011110111011110",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011110111011111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011110111101110",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011110111101111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0011110111111111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0011111111111111",4,4,"3","FALSE","FALSE","4","FALSE","FALSE"
"0100010010111100",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0100010110111100",4,4,"3","TRUE","TRUE","3","TRUE","TRUE"
"0100011110111100",4,4,"3","FALSE","FALSE","3","FALSE","TRUE"
"0100100010111100",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0100100110101100",4,4,"4","TRUE","TRUE","3","TRUE","TRUE"
"0100100110101101",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0100100110111100",4,4,"4","TRUE","TRUE","4","TRUE","TRUE"
"0100101011011110",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0100101110111100",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0100101111001100",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0100101111001101",4,4,"4","TRUE","TRUE","3","TRUE","TRUE"
"0100101111001111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0100101111011110",4,4,"6","TRUE","TRUE","5","TRUE","TRUE"
"0101010110101100",4,4,"4","TRUE","FALSE","3","TRUE","FALSE"
"0101010110101101",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0101010110111100",4,4,"3","TRUE","FALSE","3","FALSE","FALSE"
"0101010110111101",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0101011010101100",4,4,"7","TRUE","TRUE","5","TRUE","TRUE"
"0101011010101101",4,4,"4","FALSE","TRUE","5","TRUE","TRUE"
"0101011010111100",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0101011010111101",4,4,"4","TRUE","FALSE","3","FALSE","TRUE"
"0101011110101100",4,4,"4","FALSE","TRUE","5","TRUE","TRUE"
"0101011110101101",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0101011110111100",4,4,"4","TRUE","FALSE","3","FALSE","TRUE"
"0101011110111101",4,4,"5","FALSE","TRUE","3","FALSE","TRUE"
"0101100010101100",4,4,"4","TRUE","TRUE","3","TRUE","TRUE"
"0101100010101101",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0101100010111100",4,4,"4","TRUE","TRUE","3","TRUE","TRUE"
"0101100010111101",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0101100110101100",4,4,"7","TRUE","TRUE","5","TRUE","TRUE"
"0101100110101101",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0101100110111100",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0101100110111101",4,4,"5","TRUE","TRUE","3","FALSE","TRUE"
"0101101010101100",4,4,"4","TRUE","FALSE","3","TRUE","FALSE"
"0101101010101101",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0101101010111100",4,4,"4","FALSE","TRUE","5","TRUE","TRUE"
"0101101010111101",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0101101011001100",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0101101011001101",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0101101011001110",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0101101011001111",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0101101011011101",4,4,"3","FALSE","TRUE","3","FALSE","FALSE"
"0101101011011110",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0101101011011111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0101101110111100",4,4,"3","TRUE","FALSE","3","TRUE","FALSE"
"0101101110111101",4,4,"4","FALSE","FALSE","4","FALSE","FALSE"
"0101101111001100",4,4,"3","TRUE","FALSE","3","FALSE","FALSE"
"0101101111001101",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0101101111001110",4,4,"4","TRUE","FALSE","3","FALSE","TRUE"
"0101101111001111",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0101101111011101",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0101101111011110",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0101101111011111",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0110100110101100",4,4,"7","TRUE","TRUE","5","TRUE","TRUE"
"0110100110101101",4,4,"4","FALSE","TRUE","5","TRUE","TRUE"
"0110101011011110",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0110101111011110",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0111011101111000",4,4,"2","FALSE","FALSE","2","FALSE","FALSE"
"0111011101111001",4,4,"3","FALSE","FALSE","4","FALSE","FALSE"
"0111011101111011",4,4,"3","TRUE","FALSE","3","FALSE","FALSE"
"0111011101111111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111011110001000",4,4,"2","FALSE","FALSE","2","FALSE","FALSE"
"0111011110001001",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111011110001011",4,4,"4","FALSE","FALSE","4","FALSE","FALSE"
"0111011110001111",4,4,"2","FALSE","FALSE","3","FALSE","FALSE"
"0111011110011001",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111011110011010",4,4,"3","TRUE","FALSE","3","TRUE","FALSE"
"0111011110011011",4,4,"4","FALSE","FALSE","4","FALSE","FALSE"
"0111011110011110",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111011110011111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111011110111011",4,4,"3","TRUE","FALSE","3","TRUE","FALSE"
"0111011110111100",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111011110111101",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0111011110111111",4,4,"5","FALSE","FALSE","3","FALSE","FALSE"
"0111011111111111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111100010001000",4,4,"2","FALSE","FALSE","2","FALSE","FALSE"
"0111100010001001",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111100010001011",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0111100010001111",4,4,"2","FALSE","FALSE","3","FALSE","FALSE"
"0111100010011001",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111100010011010",4,4,"3","TRUE","TRUE","3","TRUE","TRUE"
"0111100010011011",4,4,"4","TRUE","TRUE","3","TRUE","TRUE"
"0111100010011110",4,4,"3","FALSE","FALSE","3","FALSE","TRUE"
"0111100010011111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0111100010111011",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0111100010111100",4,4,"3","FALSE","FALSE","3","FALSE","TRUE"
"0111100010111101",4,4,"6","TRUE","TRUE","5","TRUE","TRUE"
"0111100010111111",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0111100011111111",4,4,"2","FALSE","TRUE","2","FALSE","TRUE"
"0111100110011001",4,4,"3","FALSE","FALSE","4","FALSE","FALSE"
"0111100110011010",4,4,"3","TRUE","FALSE","3","FALSE","FALSE"
"0111100110011011",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0111100110011110",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111100110011111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111100110101010",4,4,"3","TRUE","FALSE","3","FALSE","FALSE"
"0111100110101011",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0111100110101100",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0111100110101101",4,4,"4","TRUE","FALSE","3","FALSE","TRUE"
"0111100110101110",4,4,"4","TRUE","FALSE","3","FALSE","TRUE"
"0111100110101111",4,4,"5","TRUE","TRUE","5","TRUE","TRUE"
"0111100110111011",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0111100110111100",4,4,"4","TRUE","FALSE","3","FALSE","TRUE"
"0111100110111101",4,4,"5","FALSE","TRUE","3","FALSE","TRUE"
"0111100110111110",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0111100110111111",4,4,"4","FALSE","TRUE","3","FALSE","TRUE"
"0111100111101110",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111100111101111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111100111111111",4,4,"3","FALSE","TRUE","3","FALSE","TRUE"
"0111101011011110",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0111101110111011",4,4,"3","TRUE","FALSE","3","FALSE","FALSE"
"0111101110111100",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111101110111101",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0111101110111111",4,4,"5","FALSE","FALSE","3","FALSE","FALSE"
"0111101111001100",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111101111001101",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0111101111001111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"0111101111011101",4,4,"4","FALSE","FALSE","3","FALSE","FALSE"
"0111101111011110",4,4,"2","FALSE","FALSE","2","FALSE","FALSE"
"0111101111011111",4,4,"5","FALSE","FALSE","5","FALSE","FALSE"
"0111101111111111",4,4,"5","FALSE","FALSE","5","FALSE","FALSE"
"0111111111111111",4,4,"3","FALSE","FALSE","3","FALSE","FALSE"
"1111111111111111",4,4,"2","FALSE","FALSE","2","FALSE","FALSE"
