"hitNum","originalMatrix","filenameTrial1","levelTrial1","stimSingularTrial1","stimPluralTrial1","targetReferentTrial1","distractorReferentTrial1","otherReferentTrial1","targetFeatureTrial1","check1NameTrial1","check1CountTrial1","check2NameTrial1","check2CountTrial1","check3NameTrial1","check3CountTrial1","permutedMatrix1","filenameTrial2","levelTrial2","stimSingularTrial2","stimPluralTrial2","targetReferentTrial2","distractorReferentTrial2","otherReferentTrial2","targetFeatureTrial2","check1NameTrial2","check1CountTrial2","check2NameTrial2","check2CountTrial2","check3NameTrial2","check3CountTrial2","permutedMatrix2","filenameTrial3","levelTrial3","stimSingularTrial3","stimPluralTrial3","targetReferentTrial3","distractorReferentTrial3","otherReferentTrial3","targetFeatureTrial3","check1NameTrial3","check1CountTrial3","check2NameTrial3","check2CountTrial3","check3NameTrial3","check3CountTrial3","permutedMatrix3"
1,"001011110","S1-trial1.jpg",0,"snowman","snowmen",3,1,2,"beanie","a beanie",1,"a scarf",2,"gloves",2,"001110011","S1-trial2.jpg",1,"sundae","sundaes",3,1,2,"cherry","a cherry",2,"whipped cream",1,"chocolate sauce",2,"101010110","S1-trial3.jpg",2,"face","faces",2,1,3,"glasses","a hat",2,"glasses",2,"a mustache",1,"011110100"
2,"001011110","S2-trial1.jpg",1,"face","faces",2,3,1,"hat","a hat",2,"glasses",2,"a mustache",1,"011101100","S2-trial2.jpg",0,"sundae","sundaes",3,2,1,"cherry","a cherry",1,"whipped cream",2,"chocolate sauce",2,"001101110","S2-trial3.jpg",2,"snowman","snowmen",1,2,3,"beanie","a beanie",2,"a scarf",2,"gloves",1,"110101010"
3,"001011110","S3-trial1.jpg",0,"face","faces",2,3,1,"hat","a hat",1,"glasses",2,"a mustache",2,"010110101","S3-trial2.jpg",1,"sundae","sundaes",3,1,2,"chocolate","a cherry",1,"whipped cream",2,"chocolate sauce",2,"010110101","S3-trial3.jpg",2,"snowman","snowmen",1,3,2,"scarf","a beanie",1,"a scarf",2,"gloves",2,"001101110"
4,"001011110","S4-trial1.jpg",2,"sundae","sundaes",3,1,2,"chocolate","a cherry",2,"whipped cream",1,"chocolate sauce",2,"011100101","S4-trial2.jpg",1,"face","faces",3,1,2,"hat","a hat",2,"glasses",2,"a mustache",1,"101110010","S4-trial3.jpg",0,"snowman","snowmen",3,1,2,"gloves","a beanie",2,"a scarf",2,"gloves",1,"011110001"
5,"001011110","S5-trial1.jpg",1,"sundae","sundaes",2,3,1,"whipped cream","a cherry",2,"whipped cream",2,"chocolate sauce",1,"101011100","S5-trial2.jpg",2,"face","faces",1,3,2,"glasses","a hat",1,"glasses",2,"a mustache",2,"001101110","S5-trial3.jpg",0,"snowman","snowmen",2,3,1,"beanie","a beanie",1,"a scarf",2,"gloves",2,"010110101"
