"Matrix","Nrow","Ncol","IBRDepth","IBRSpkSep","IBRLisSep"
"0010001011100111010010100",5,5,4,FALSE,FALSE
"0010001011100111010010101",5,5,4,TRUE,TRUE
"0010001011100111010010111",5,5,4,FALSE,TRUE
"0010001011100111010011000",5,5,4,FALSE,FALSE
"0010001011100111010011001",5,5,6,TRUE,TRUE
"0010001011100111010011011",5,5,4,FALSE,TRUE
"0010001011100111010011100",5,5,5,FALSE,TRUE
"0010001011100111010011101",5,5,4,FALSE,TRUE
"0010001011100111010011111",5,5,4,FALSE,TRUE
"0010001011100111010110110",5,5,7,TRUE,TRUE
"0010001011100111101111100",5,5,5,FALSE,FALSE
"0010001011101001101111100",5,5,4,FALSE,TRUE
"0010001011101011101111100",5,5,7,TRUE,TRUE
"0010001011101111101111100",5,5,5,FALSE,FALSE
"0010001011110001101111100",5,5,3,FALSE,TRUE
"0010001011110011101011100",5,5,6,TRUE,TRUE
"0010001011110011101011101",5,5,5,FALSE,FALSE
"0010001011110011101111100",5,5,5,TRUE,TRUE
"0010001011110101110111110",5,5,5,FALSE,FALSE
"0010001011110111101111100",5,5,5,FALSE,FALSE
"0010001011110111110011100",5,5,5,FALSE,FALSE
"0010001011110111110011101",5,5,5,FALSE,FALSE
"0010001011110111110011111",5,5,5,FALSE,FALSE
"0010001011110111110111110",5,5,3,FALSE,FALSE
"0010001100011001001110100",5,5,3,FALSE,FALSE
"0010001100011001101111100",5,5,3,FALSE,FALSE
"0010001100011011001110100",5,5,4,TRUE,TRUE
"0010001100011011101111100",5,5,3,TRUE,TRUE
"0010001100011111001110100",5,5,3,FALSE,TRUE
"0010001100011111101111100",5,5,3,FALSE,FALSE
"0010001100100001001110100",5,5,3,FALSE,TRUE
"0010001100100001101111100",5,5,3,FALSE,TRUE
"0010001100100011001010100",5,5,4,TRUE,TRUE
"0010001100100011001010101",5,5,5,TRUE,TRUE
"0010001100100011001110100",5,5,4,TRUE,TRUE
"0010001100100011101111100",5,5,3,FALSE,TRUE
"0010001100100101010110110",5,5,3,FALSE,TRUE
"0010001100100111001110100",5,5,3,FALSE,FALSE
"0010001100100111010010100",5,5,3,FALSE,FALSE
"0010001100100111010010101",5,5,4,TRUE,TRUE
"0010001100100111010010111",5,5,3,FALSE,TRUE
"0010001100100111010011000",5,5,5,FALSE,TRUE
"0010001100100111010011001",5,5,4,TRUE,TRUE
"0010001100100111010011011",5,5,3,FALSE,TRUE
"0010001100100111010011100",5,5,3,FALSE,TRUE
"0010001100100111010011101",5,5,3,FALSE,TRUE
"0010001100100111010011111",5,5,3,FALSE,TRUE
"0010001100100111010110110",5,5,6,TRUE,TRUE
"0010001100100111101111100",5,5,4,FALSE,TRUE
"0010001100101001101111100",5,5,3,FALSE,TRUE
"0010001100101011101111100",5,5,4,TRUE,TRUE
"0010001100101111101111100",5,5,3,FALSE,FALSE
"0010001100110001101111100",5,5,4,FALSE,TRUE
"0010001100110011101011100",5,5,4,TRUE,TRUE
"0010001100110011101011101",5,5,5,TRUE,TRUE
"0010001100110011101111100",5,5,4,TRUE,TRUE
"0010001100110101110111110",5,5,3,FALSE,TRUE
"0010001100110111101111100",5,5,3,FALSE,FALSE
"0010001100110111110011100",5,5,3,FALSE,FALSE
"0010001100110111110011101",5,5,4,TRUE,TRUE
"0010001100110111110011111",5,5,3,FALSE,TRUE
"0010001100110111110111110",5,5,6,TRUE,TRUE
"0010001101011011001110100",5,5,3,TRUE,FALSE
"0010001101011011101111100",5,5,4,TRUE,FALSE
"0010001101011101001010100",5,5,4,TRUE,TRUE
"0010001101011101001010101",5,5,5,FALSE,TRUE
"0010001101011101001110100",5,5,3,FALSE,FALSE
"0010001101011101001110101",5,5,5,TRUE,FALSE
"0010001101011101101011100",5,5,6,TRUE,TRUE
"0010001101011101101011101",5,5,5,TRUE,TRUE
"0010001101011101101111100",5,5,5,TRUE,TRUE
"0010001101011101101111101",5,5,4,TRUE,FALSE
"0010001101011111001110100",5,5,5,TRUE,TRUE
"0010001101011111101111100",5,5,4,TRUE,FALSE
"0010001101100001001110100",5,5,5,TRUE,TRUE
"0010001101100001101111100",5,5,4,TRUE,TRUE
"0010001101100011001010100",5,5,4,TRUE,TRUE
"0010001101100011001010101",5,5,5,TRUE,TRUE
"0010001101100011001110100",5,5,4,TRUE,TRUE
"0010001101100011101111100",5,5,3,FALSE,FALSE
"0010001101100101001110100",5,5,4,TRUE,TRUE
"0010001101100101010110110",5,5,4,FALSE,TRUE
"0010001101100101101111100",5,5,4,FALSE,TRUE
"0010001101100111001110100",5,5,3,TRUE,FALSE
"0010001101100111010010100",5,5,3,TRUE,FALSE
"0010001101100111010010101",5,5,4,TRUE,TRUE
"0010001101100111010010110",5,5,5,TRUE,TRUE
"0010001101100111010010111",5,5,5,TRUE,TRUE
"0010001101100111010011000",5,5,4,TRUE,TRUE
"0010001101100111010011001",5,5,3,TRUE,FALSE
"0010001101100111010011010",5,5,3,FALSE,FALSE
"0010001101100111010011011",5,5,5,TRUE,TRUE
"0010001101100111010011100",5,5,5,TRUE,TRUE
"0010001101100111010011101",5,5,5,TRUE,TRUE
"0010001101100111010011110",5,5,5,TRUE,TRUE
"0010001101100111010011111",5,5,5,TRUE,TRUE
"0010001101100111010110110",5,5,4,FALSE,FALSE
"0010001101100111101111100",5,5,7,TRUE,TRUE
"0010001101101001101111100",5,5,4,TRUE,TRUE
"0010001101101011101111100",5,5,3,FALSE,FALSE
"0010001101101101101111100",5,5,4,FALSE,TRUE
"0010001101101111101111100",5,5,4,TRUE,FALSE
"0010001101110001101111100",5,5,3,FALSE,TRUE
"0010001101110011101011100",5,5,4,TRUE,FALSE
"0010001101110011101011101",5,5,5,TRUE,TRUE
"0010001101110011101111100",5,5,6,TRUE,TRUE
"0010001101110101101111100",5,5,5,TRUE,TRUE
"0010001101110101110111110",5,5,5,FALSE,FALSE
"0010001101110111101111100",5,5,4,TRUE,FALSE
"0010001101110111110011100",5,5,4,TRUE,FALSE
"0010001101110111110011101",5,5,5,TRUE,TRUE
"0010001101110111110011110",5,5,4,TRUE,FALSE
"0010001101110111110011111",5,5,5,TRUE,TRUE
"0010001101110111110111110",5,5,4,FALSE,FALSE
"0010001110100011001010100",5,5,4,TRUE,TRUE
"0010001110100011001010101",5,5,5,TRUE,TRUE
"0010001110100101010110110",5,5,3,FALSE,TRUE
"0010001110100111010110110",5,5,4,FALSE,FALSE
"0010001110110011101011100",5,5,4,TRUE,FALSE
"0010001110110011101011101",5,5,5,TRUE,TRUE
"0010001110110101110111110",5,5,4,FALSE,TRUE
"0010001110110111110111110",5,5,4,FALSE,FALSE
"0010001111011111001110100",5,5,3,FALSE,FALSE
"0010001111011111101111100",5,5,3,FALSE,FALSE
"0010001111100001001110100",5,5,3,FALSE,TRUE
"0010001111100001101111100",5,5,3,FALSE,FALSE
"0010001111100011001010100",5,5,4,TRUE,TRUE
"0010001111100011001010101",5,5,5,TRUE,TRUE
"0010001111100011001110100",5,5,4,TRUE,TRUE
"0010001111100011101111100",5,5,3,FALSE,FALSE
"0010001111100101010110110",5,5,3,FALSE,TRUE
"0010001111100111001110100",5,5,3,FALSE,FALSE
"0010001111100111010010100",5,5,3,FALSE,FALSE
"0010001111100111010010101",5,5,4,TRUE,TRUE
"0010001111100111010010111",5,5,3,FALSE,TRUE
"0010001111100111010011000",5,5,4,FALSE,TRUE
"0010001111100111010011001",5,5,5,TRUE,TRUE
"0010001111100111010011011",5,5,3,FALSE,FALSE
"0010001111100111010011100",5,5,3,FALSE,TRUE
"0010001111100111010011101",5,5,3,FALSE,FALSE
"0010001111100111010011111",5,5,3,FALSE,TRUE
"0010001111100111010110110",5,5,6,TRUE,TRUE
"0010001111100111101111100",5,5,5,FALSE,FALSE
"0010001111101001101111100",5,5,3,FALSE,FALSE
"0010001111101011101111100",5,5,4,TRUE,FALSE
"0010001111101111101111100",5,5,3,FALSE,FALSE
"0010001111110001101111100",5,5,3,FALSE,FALSE
"0010001111110011101011100",5,5,4,FALSE,TRUE
"0010001111110011101011101",5,5,5,FALSE,FALSE
"0010001111110011101111100",5,5,4,FALSE,FALSE
"0010001111110101110111110",5,5,3,FALSE,FALSE
"0010001111110111101111100",5,5,3,FALSE,FALSE
"0010001111110111110011100",5,5,3,FALSE,FALSE
"0010001111110111110011101",5,5,4,FALSE,FALSE
"0010001111110111110011111",5,5,3,FALSE,FALSE
"0010001111110111110111110",5,5,6,FALSE,FALSE
"0010011000110001101111100",5,5,3,FALSE,FALSE
"0010011000110011101011100",5,5,3,FALSE,TRUE
"0010011000110011101011101",5,5,3,FALSE,TRUE
"0010011000110011101111100",5,5,3,FALSE,TRUE
"0010011000110101110111110",5,5,3,FALSE,TRUE
"0010011000110111101111100",5,5,3,FALSE,FALSE
"0010011000110111110011100",5,5,3,FALSE,TRUE
"0010011000110111110011101",5,5,4,FALSE,TRUE
"0010011000110111110011111",5,5,3,FALSE,TRUE
"0010011000110111110111110",5,5,5,FALSE,TRUE
"0010011001110011101011100",5,5,4,FALSE,FALSE
"0010011001110011101011101",5,5,5,FALSE,FALSE
"0010011001110011101111100",5,5,4,FALSE,FALSE
"0010011001110101101011100",5,5,4,FALSE,FALSE
"0010011001110101101011101",5,5,5,FALSE,FALSE
"0010011001110101101111100",5,5,4,FALSE,TRUE
"0010011001110101101111101",5,5,5,FALSE,FALSE
"0010011001110101110011100",5,5,4,FALSE,FALSE
"0010011001110101110011101",5,5,4,FALSE,TRUE
"0010011001110101110011110",5,5,4,FALSE,TRUE
"0010011001110101110011111",5,5,4,FALSE,TRUE
"0010011001110101110111101",5,5,5,FALSE,FALSE
"0010011001110101110111110",5,5,5,FALSE,FALSE
"0010011001110101110111111",5,5,5,FALSE,FALSE
"0010011001110111101111100",5,5,4,FALSE,FALSE
"0010011001110111110011100",5,5,4,FALSE,FALSE
"0010011001110111110011101",5,5,4,FALSE,TRUE
"0010011001110111110011110",5,5,4,FALSE,FALSE
"0010011001110111110011111",5,5,4,FALSE,TRUE
"0010011001110111110111110",5,5,3,FALSE,FALSE
"0010011010110101110111110",5,5,3,FALSE,FALSE
"0010011010110111110111110",5,5,3,FALSE,FALSE
"0010011010111001110111110",5,5,4,FALSE,TRUE
"0010011010111011110111110",5,5,3,FALSE,FALSE
"0010011010111011111011110",5,5,3,FALSE,TRUE
"0010011010111011111011111",5,5,3,FALSE,TRUE
"0010011011110111101111100",5,5,3,FALSE,FALSE
"0010011011110111110011100",5,5,3,FALSE,FALSE
"0010011011110111110011101",5,5,4,FALSE,FALSE
"0010011011110111110011111",5,5,3,FALSE,FALSE
"0010011011110111110111110",5,5,6,FALSE,FALSE
"0010011011111001110011100",5,5,3,FALSE,FALSE
"0010011011111001110011101",5,5,4,FALSE,FALSE
"0010011011111001110011111",5,5,3,FALSE,FALSE
"0010011011111001110111101",5,5,4,FALSE,FALSE
"0010011011111001110111110",5,5,5,FALSE,TRUE
"0010011011111001110111111",5,5,4,FALSE,TRUE
"0010011011111001111111111",5,5,3,FALSE,TRUE
"0010011011111011110111110",5,5,4,TRUE,FALSE
"0010011011111011111011110",5,5,4,TRUE,FALSE
"0010011011111011111011111",5,5,5,FALSE,TRUE
"0010100101001011101011100",5,5,4,FALSE,FALSE
"0010100101001011101011101",5,5,4,FALSE,FALSE
"0010100101001011101111100",5,5,3,FALSE,FALSE
"0010100101001011101111101",5,5,4,FALSE,FALSE
"0010100101001101101011100",5,5,4,FALSE,FALSE
"0010100101001101101011101",5,5,5,FALSE,FALSE
"0010100101001101101111100",5,5,5,FALSE,FALSE
"0010100101001101101111101",5,5,4,FALSE,FALSE
"0010100101001111101011100",5,5,5,FALSE,FALSE
"0010100101001111101011101",5,5,4,FALSE,FALSE
"0010100101001111101111100",5,5,3,FALSE,FALSE
"0010100101001111101111101",5,5,3,FALSE,FALSE
"0010100101010001001010100",5,5,4,TRUE,FALSE
"0010100101010001001010101",5,5,3,FALSE,FALSE
"0010100101010001001110100",5,5,3,TRUE,FALSE
"0010100101010001001110101",5,5,4,FALSE,FALSE
"0010100101010001101011100",5,5,4,FALSE,FALSE
"0010100101010001101011101",5,5,3,FALSE,FALSE
"0010100101010001101111100",5,5,3,FALSE,FALSE
"0010100101010001101111101",5,5,4,FALSE,FALSE
"0010100101010011001010100",5,5,4,FALSE,FALSE
"0010100101010011001010101",5,5,5,FALSE,FALSE
"0010100101010011001110100",5,5,4,FALSE,FALSE
"0010100101010011001110101",5,5,4,TRUE,FALSE
"0010100101010011101011100",5,5,4,TRUE,FALSE
"0010100101010011101011101",5,5,5,FALSE,FALSE
"0010100101010011101111100",5,5,4,TRUE,FALSE
"0010100101010011101111101",5,5,4,TRUE,FALSE
"0010100101010100110010000",5,5,4,TRUE,FALSE
"0010100101010100110010001",5,5,4,FALSE,FALSE
"0010100101010100110010010",5,5,5,TRUE,FALSE
"0010100101010100110010011",5,5,4,TRUE,FALSE
"0010100101010100110010100",5,5,4,TRUE,FALSE
"0010100101010100110010101",5,5,4,TRUE,FALSE
"0010100101010100110010110",5,5,4,TRUE,FALSE
"0010100101010100110010111",5,5,4,TRUE,FALSE
"0010100101010100110011000",5,5,4,FALSE,FALSE
"0010100101010100110011001",5,5,4,TRUE,FALSE
"0010100101010100110011010",5,5,4,TRUE,FALSE
"0010100101010100110011011",5,5,4,TRUE,FALSE
"0010100101010100110011100",5,5,4,TRUE,FALSE
"0010100101010100110011101",5,5,4,TRUE,FALSE
"0010100101010100110011110",5,5,4,TRUE,FALSE
"0010100101010100110011111",5,5,4,TRUE,FALSE
"0010100101010100110110000",5,5,3,FALSE,FALSE
"0010100101010100110110001",5,5,5,FALSE,FALSE
"0010100101010100110110010",5,5,5,FALSE,FALSE
"0010100101010100110110011",5,5,3,FALSE,FALSE
"0010100101010100110110101",5,5,3,FALSE,FALSE
"0010100101010100110110111",5,5,3,FALSE,FALSE
"0010100101010100110111000",5,5,5,FALSE,FALSE
"0010100101010100110111001",5,5,3,FALSE,FALSE
"0010100101010100110111010",5,5,3,FALSE,FALSE
"0010100101010100110111011",5,5,3,FALSE,FALSE
"0010100101010100110111101",5,5,3,FALSE,FALSE
"0010100101010100110111111",5,5,3,FALSE,FALSE
"0010100101010101001010100",5,5,5,TRUE,FALSE
"0010100101010101001010101",5,5,5,FALSE,FALSE
"0010100101010101001110100",5,5,5,FALSE,FALSE
"0010100101010101001110101",5,5,3,FALSE,FALSE
"0010100101010101101011100",5,5,3,FALSE,FALSE
"0010100101010101101011101",5,5,3,FALSE,FALSE
"0010100101010101101111100",5,5,3,FALSE,FALSE
"0010100101010101101111101",5,5,3,FALSE,FALSE
"0010100101010110110010000",5,5,3,TRUE,FALSE
"0010100101010110110010001",5,5,4,FALSE,FALSE
"0010100101010110110010010",5,5,5,FALSE,FALSE
"0010100101010110110010011",5,5,4,TRUE,FALSE
"0010100101010110110010100",5,5,3,TRUE,FALSE
"0010100101010110110010101",5,5,4,TRUE,FALSE
"0010100101010110110010110",5,5,4,TRUE,FALSE
"0010100101010110110010111",5,5,4,TRUE,FALSE
"0010100101010110110011000",5,5,4,TRUE,FALSE
"0010100101010110110011001",5,5,3,TRUE,FALSE
"0010100101010110110011010",5,5,4,TRUE,FALSE
"0010100101010110110011011",5,5,3,TRUE,FALSE
"0010100101010110110011100",5,5,4,TRUE,FALSE
"0010100101010110110011101",5,5,4,TRUE,FALSE
"0010100101010110110011110",5,5,4,TRUE,FALSE
"0010100101010110110011111",5,5,4,TRUE,FALSE
"0010100101010110110110000",5,5,4,FALSE,FALSE
"0010100101010110110110001",5,5,4,TRUE,FALSE
"0010100101010110110110010",5,5,3,FALSE,FALSE
"0010100101010110110110011",5,5,5,FALSE,FALSE
"0010100101010110110110100",5,5,4,TRUE,FALSE
"0010100101010110110110101",5,5,4,FALSE,FALSE
"0010100101010110110110110",5,5,5,FALSE,FALSE
"0010100101010110110110111",5,5,4,FALSE,FALSE
"0010100101010110110111000",5,5,3,FALSE,FALSE
"0010100101010110110111001",5,5,4,FALSE,FALSE
"0010100101010110110111010",5,5,4,FALSE,FALSE
"0010100101010110110111011",5,5,4,FALSE,FALSE
"0010100101010110110111100",5,5,4,FALSE,FALSE
"0010100101010110110111101",5,5,4,FALSE,FALSE
"0010100101010110110111110",5,5,4,FALSE,FALSE
"0010100101010110110111111",5,5,4,FALSE,FALSE
"0010100101010111001010100",5,5,4,TRUE,FALSE
"0010100101010111001010101",5,5,3,FALSE,FALSE
"0010100101010111001110100",5,5,4,TRUE,FALSE
"0010100101010111001110101",5,5,5,FALSE,FALSE
"0010100101010111101011100",5,5,6,FALSE,FALSE
"0010100101010111101011101",5,5,4,FALSE,FALSE
"0010100101010111101111100",5,5,5,FALSE,FALSE
"0010100101010111101111101",5,5,3,FALSE,FALSE
"0010100101011001001010100",5,5,4,TRUE,FALSE
"0010100101011001001110100",5,5,3,TRUE,FALSE
"0010100101011001001110101",5,5,4,TRUE,FALSE
"0010100101011001101011100",5,5,4,TRUE,FALSE
"0010100101011001101111100",5,5,4,TRUE,FALSE
"0010100101011001101111101",5,5,4,TRUE,FALSE
"0010100101011011001010100",5,5,4,TRUE,FALSE
"0010100101011011001010101",5,5,3,FALSE,FALSE
"0010100101011011001110100",5,5,4,TRUE,FALSE
"0010100101011011001110101",5,5,4,FALSE,FALSE
"0010100101011011101011100",5,5,4,FALSE,FALSE
"0010100101011011101011101",5,5,4,FALSE,FALSE
"0010100101011011101111100",5,5,4,FALSE,FALSE
"0010100101011011101111101",5,5,4,FALSE,FALSE
"0010100101011101001010100",5,5,4,TRUE,FALSE
"0010100101011101001110100",5,5,4,TRUE,FALSE
"0010100101011101001110101",5,5,5,FALSE,FALSE
"0010100101011101101011100",5,5,6,FALSE,FALSE
"0010100101011101101111100",5,5,5,FALSE,FALSE
"0010100101011101101111101",5,5,3,FALSE,FALSE
"0010100101011111001010100",5,5,4,TRUE,FALSE
"0010100101011111001010101",5,5,3,FALSE,FALSE
"0010100101011111001110100",5,5,4,TRUE,FALSE
"0010100101011111001110101",5,5,4,FALSE,FALSE
"0010100101011111101011100",5,5,4,FALSE,FALSE
"0010100101011111101011101",5,5,3,FALSE,FALSE
"0010100101011111101111100",5,5,3,FALSE,FALSE
"0010100101011111101111101",5,5,6,FALSE,FALSE
"0010100101110001101011100",5,5,3,FALSE,FALSE
"0010100101110001101011101",5,5,3,FALSE,FALSE
"0010100101110001101111100",5,5,3,FALSE,FALSE
"0010100101110001101111101",5,5,3,FALSE,FALSE
"0010100101110011101011100",5,5,4,FALSE,FALSE
"0010100101110011101011101",5,5,4,FALSE,FALSE
"0010100101110011101111100",5,5,3,FALSE,FALSE
"0010100101110011101111101",5,5,3,FALSE,FALSE
"0010100101110101101011100",5,5,4,FALSE,FALSE
"0010100101110101101011101",5,5,3,FALSE,FALSE
"0010100101110101101111100",5,5,4,FALSE,FALSE
"0010100101110101101111101",5,5,3,FALSE,FALSE
"0010100101110101110011100",5,5,4,FALSE,FALSE
"0010100101110101110011101",5,5,4,FALSE,FALSE
"0010100101110101110011110",5,5,4,FALSE,FALSE
"0010100101110101110011111",5,5,4,FALSE,FALSE
"0010100101110101110111101",5,5,3,FALSE,FALSE
"0010100101110101110111110",5,5,3,FALSE,FALSE
"0010100101110101110111111",5,5,3,FALSE,FALSE
"0010100101110111101111100",5,5,3,FALSE,FALSE
"0010100101110111101111101",5,5,4,FALSE,FALSE
"0010100101110111110011100",5,5,3,FALSE,FALSE
"0010100101110111110011101",5,5,3,FALSE,FALSE
"0010100101110111110011110",5,5,3,FALSE,FALSE
"0010100101110111110011111",5,5,3,FALSE,FALSE
"0010100101110111110111101",5,5,4,FALSE,FALSE
"0010100101110111110111110",5,5,4,FALSE,FALSE
"0010100101110111110111111",5,5,4,FALSE,FALSE
"0010100110001101101011100",5,5,4,FALSE,FALSE
"0010100110001101101011101",5,5,5,FALSE,FALSE
"0010100110001101101111100",5,5,5,FALSE,FALSE
"0010100110001101101111101",5,5,4,FALSE,FALSE
"0010100110001111101011100",5,5,5,FALSE,FALSE
"0010100110001111101011101",5,5,5,FALSE,FALSE
"0010100110001111101111100",5,5,5,FALSE,FALSE
"0010100110001111101111101",5,5,5,FALSE,FALSE
"0010100110010001001010100",5,5,7,TRUE,TRUE
"0010100110010001001010101",5,5,4,FALSE,TRUE
"0010100110010001001110100",5,5,5,TRUE,TRUE
"0010100110010001001110101",5,5,4,TRUE,FALSE
"0010100110010001101011100",5,5,4,TRUE,FALSE
"0010100110010001101011101",5,5,5,TRUE,TRUE
"0010100110010001101111100",5,5,5,TRUE,TRUE
"0010100110010001101111101",5,5,4,TRUE,FALSE
"0010100110010011001010100",5,5,7,TRUE,TRUE
"0010100110010011001010101",5,5,7,TRUE,TRUE
"0010100110010011001110100",5,5,5,TRUE,TRUE
"0010100110010011001110101",5,5,4,FALSE,FALSE
"0010100110010011101011100",5,5,4,FALSE,FALSE
"0010100110010011101011101",5,5,4,FALSE,TRUE
"0010100110010011101111100",5,5,4,FALSE,TRUE
"0010100110010011101111101",5,5,4,FALSE,FALSE
"0010100110010100110010000",5,5,7,TRUE,TRUE
"0010100110010100110010001",5,5,7,TRUE,TRUE
"0010100110010100110010010",5,5,4,FALSE,FALSE
"0010100110010100110010011",5,5,7,TRUE,TRUE
"0010100110010100110010100",5,5,7,TRUE,TRUE
"0010100110010100110010101",5,5,7,TRUE,TRUE
"0010100110010100110010110",5,5,7,TRUE,TRUE
"0010100110010100110010111",5,5,7,TRUE,TRUE
"0010100110010100110011000",5,5,4,FALSE,FALSE
"0010100110010100110011001",5,5,7,TRUE,TRUE
"0010100110010100110011010",5,5,7,TRUE,TRUE
"0010100110010100110011011",5,5,7,TRUE,TRUE
"0010100110010100110011100",5,5,7,TRUE,TRUE
"0010100110010100110011101",5,5,7,TRUE,TRUE
"0010100110010100110011110",5,5,7,TRUE,TRUE
"0010100110010100110011111",5,5,7,TRUE,TRUE
"0010100110010100110110000",5,5,4,FALSE,TRUE
"0010100110010100110110001",5,5,7,TRUE,TRUE
"0010100110010100110110010",5,5,5,TRUE,TRUE
"0010100110010100110110011",5,5,4,FALSE,TRUE
"0010100110010100110110100",5,5,5,TRUE,TRUE
"0010100110010100110110101",5,5,4,FALSE,TRUE
"0010100110010100110110110",5,5,4,FALSE,TRUE
"0010100110010100110110111",5,5,4,FALSE,TRUE
"0010100110010100110111000",5,5,7,TRUE,TRUE
"0010100110010100110111001",5,5,4,FALSE,TRUE
"0010100110010100110111010",5,5,4,FALSE,TRUE
"0010100110010100110111011",5,5,4,FALSE,TRUE
"0010100110010100110111100",5,5,4,FALSE,TRUE
"0010100110010100110111101",5,5,4,FALSE,TRUE
"0010100110010100110111110",5,5,4,FALSE,TRUE
"0010100110010100110111111",5,5,4,FALSE,TRUE
"0010100110010101001010100",5,5,4,FALSE,FALSE
"0010100110010101001010101",5,5,5,TRUE,TRUE
"0010100110010101001110100",5,5,5,TRUE,TRUE
"0010100110010101001110101",5,5,4,FALSE,FALSE
"0010100110010101101011100",5,5,4,FALSE,FALSE
"0010100110010101101011101",5,5,4,FALSE,TRUE
"0010100110010101101111100",5,5,4,FALSE,TRUE
"0010100110010101101111101",5,5,4,FALSE,FALSE
"0010100110010110110010000",5,5,5,TRUE,TRUE
"0010100110010110110010001",5,5,5,TRUE,TRUE
"0010100110010110110010010",5,5,5,TRUE,TRUE
"0010100110010110110010011",5,5,5,TRUE,TRUE
"0010100110010110110010100",5,5,5,TRUE,TRUE
"0010100110010110110010101",5,5,5,TRUE,TRUE
"0010100110010110110010110",5,5,5,TRUE,TRUE
"0010100110010110110010111",5,5,5,TRUE,TRUE
"0010100110010110110011000",5,5,5,TRUE,TRUE
"0010100110010110110011001",5,5,5,TRUE,TRUE
"0010100110010110110011010",5,5,5,TRUE,TRUE
"0010100110010110110011011",5,5,5,TRUE,TRUE
"0010100110010110110011100",5,5,5,TRUE,TRUE
"0010100110010110110011101",5,5,5,TRUE,TRUE
"0010100110010110110011110",5,5,5,TRUE,TRUE
"0010100110010110110011111",5,5,5,TRUE,TRUE
"0010100110010110110110000",5,5,4,TRUE,FALSE
"0010100110010110110110001",5,5,4,FALSE,FALSE
"0010100110010110110110010",5,5,4,FALSE,FALSE
"0010100110010110110110011",5,5,4,TRUE,FALSE
"0010100110010110110110100",5,5,4,TRUE,FALSE
"0010100110010110110110101",5,5,4,TRUE,FALSE
"0010100110010110110110110",5,5,4,TRUE,FALSE
"0010100110010110110110111",5,5,4,TRUE,FALSE
"0010100110010110110111000",5,5,5,FALSE,FALSE
"0010100110010110110111001",5,5,4,TRUE,FALSE
"0010100110010110110111010",5,5,4,TRUE,FALSE
"0010100110010110110111011",5,5,4,TRUE,FALSE
"0010100110010110110111100",5,5,4,TRUE,FALSE
"0010100110010110110111101",5,5,4,TRUE,FALSE
"0010100110010110110111110",5,5,4,TRUE,FALSE
"0010100110010110110111111",5,5,4,TRUE,FALSE
"0010100110010111001010100",5,5,7,TRUE,TRUE
"0010100110010111001010101",5,5,4,FALSE,TRUE
"0010100110010111001110100",5,5,5,TRUE,TRUE
"0010100110010111001110101",5,5,4,TRUE,FALSE
"0010100110010111101011100",5,5,4,TRUE,FALSE
"0010100110010111101011101",5,5,5,TRUE,TRUE
"0010100110010111101111100",5,5,5,TRUE,TRUE
"0010100110010111101111101",5,5,4,TRUE,FALSE
"0010100110011001001010100",5,5,7,TRUE,TRUE
"0010100110011001001010101",5,5,5,TRUE,TRUE
"0010100110011001001110100",5,5,5,TRUE,TRUE
"0010100110011001001110101",5,5,4,TRUE,FALSE
"0010100110011001101011100",5,5,4,TRUE,FALSE
"0010100110011001101011101",5,5,5,TRUE,TRUE
"0010100110011001101111100",5,5,5,TRUE,TRUE
"0010100110011001101111101",5,5,4,TRUE,FALSE
"0010100110011011001010100",5,5,7,TRUE,TRUE
"0010100110011011001010101",5,5,4,FALSE,TRUE
"0010100110011011001110100",5,5,5,TRUE,TRUE
"0010100110011011001110101",5,5,4,TRUE,FALSE
"0010100110011011101011100",5,5,4,TRUE,FALSE
"0010100110011011101011101",5,5,5,TRUE,TRUE
"0010100110011011101111100",5,5,5,TRUE,TRUE
"0010100110011011101111101",5,5,4,TRUE,FALSE
"0010100110011101001010100",5,5,7,TRUE,TRUE
"0010100110011101001010101",5,5,4,FALSE,TRUE
"0010100110011101001110100",5,5,5,TRUE,TRUE
"0010100110011101001110101",5,5,4,TRUE,FALSE
"0010100110011101101011100",5,5,4,TRUE,FALSE
"0010100110011101101011101",5,5,5,TRUE,TRUE
"0010100110011101101111100",5,5,5,TRUE,TRUE
"0010100110011101101111101",5,5,4,TRUE,FALSE
"0010100110011111001010100",5,5,7,TRUE,TRUE
"0010100110011111001010101",5,5,4,FALSE,TRUE
"0010100110011111001110100",5,5,5,TRUE,TRUE
"0010100110011111001110101",5,5,4,TRUE,FALSE
"0010100110011111101011100",5,5,5,FALSE,FALSE
"0010100110011111101011101",5,5,5,FALSE,FALSE
"0010100110011111101111100",5,5,5,FALSE,FALSE
"0010100110011111101111101",5,5,4,TRUE,FALSE
"0010100110110001101011100",5,5,5,FALSE,FALSE
"0010100110110001101011101",5,5,5,FALSE,FALSE
"0010100110110001101111100",5,5,5,FALSE,FALSE
"0010100110110001101111101",5,5,5,FALSE,FALSE
"0010100110110011101011100",5,5,7,FALSE,FALSE
"0010100110110011101011101",5,5,5,FALSE,FALSE
"0010100110110011101111100",5,5,5,FALSE,FALSE
"0010100110110011101111101",5,5,5,FALSE,FALSE
"0010100110110101101011100",5,5,7,FALSE,FALSE
"0010100110110101101011101",5,5,5,FALSE,FALSE
"0010100110110101101111100",5,5,5,FALSE,FALSE
"0010100110110101101111101",5,5,5,FALSE,FALSE
"0010100110110101110011100",5,5,4,FALSE,FALSE
"0010100110110101110011101",5,5,5,FALSE,FALSE
