"Matrix","Nrow","Ncol","IBRDepth","IBRSpkSep","IBRLisSep"
"0000100001001110100111110",5,5,3,FALSE,FALSE
"0000100001001110100111111",5,5,3,FALSE,FALSE
"0000100001001110101010000",5,5,3,FALSE,FALSE
"0000100001001110101010001",5,5,3,FALSE,FALSE
"0000100001001110101010010",5,5,4,TRUE,FALSE
"0000100001001110101010011",5,5,3,FALSE,FALSE
"0000100001001110101010100",5,5,3,FALSE,FALSE
"0000100001001110101010101",5,5,4,FALSE,FALSE
"0000100001001110101010110",5,5,4,FALSE,FALSE
"0000100001001110101010111",5,5,3,FALSE,FALSE
"0000100001001110101011000",5,5,3,TRUE,FALSE
"0000100001001110101011001",5,5,3,FALSE,FALSE
"0000100001001110101011010",5,5,3,FALSE,FALSE
"0000100001001110101011011",5,5,3,FALSE,FALSE
"0000100001001110101011100",5,5,4,FALSE,FALSE
"0000100001001110101011101",5,5,3,FALSE,FALSE
"0000100001001110101011110",5,5,3,FALSE,FALSE
"0000100001001110101011111",5,5,3,FALSE,FALSE
"0000100001001110101110000",5,5,3,TRUE,FALSE
"0000100001001110101110001",5,5,3,TRUE,FALSE
"0000100001001110101110010",5,5,3,FALSE,FALSE
"0000100001001110101110011",5,5,3,TRUE,FALSE
"0000100001001110101110100",5,5,4,FALSE,FALSE
"0000100001001110101110101",5,5,4,FALSE,FALSE
"0000100001001110101110110",5,5,4,TRUE,FALSE
"0000100001001110101110111",5,5,4,TRUE,FALSE
"0000100001001110101111000",5,5,4,FALSE,FALSE
"0000100001001110101111001",5,5,4,FALSE,FALSE
"0000100001001110101111010",5,5,4,TRUE,FALSE
"0000100001001110101111011",5,5,4,TRUE,FALSE
"0000100001001110101111100",5,5,5,TRUE,FALSE
"0000100001001110101111101",5,5,3,TRUE,FALSE
"0000100001001110101111110",5,5,4,TRUE,FALSE
"0000100001001110101111111",5,5,4,TRUE,FALSE
"0000100001001110111010000",5,5,4,FALSE,FALSE
"0000100001001110111010001",5,5,4,FALSE,FALSE
"0000100001001110111010010",5,5,4,FALSE,FALSE
"0000100001001110111010011",5,5,4,TRUE,FALSE
"0000100001001110111010110",5,5,4,FALSE,FALSE
"0000100001001110111010111",5,5,4,FALSE,FALSE
"0000100001001110111011000",5,5,3,FALSE,FALSE
"0000100001001110111011001",5,5,5,FALSE,FALSE
"0000100001001110111011010",5,5,5,TRUE,FALSE
"0000100001001110111011011",5,5,4,FALSE,FALSE
"0000100001001110111011110",5,5,4,FALSE,FALSE
"0000100001001110111011111",5,5,4,FALSE,FALSE
"0000100001001110111110000",5,5,3,FALSE,FALSE
"0000100001001110111110001",5,5,3,FALSE,FALSE
"0000100001001110111110010",5,5,3,FALSE,FALSE
"0000100001001110111110011",5,5,4,TRUE,FALSE
"0000100001001110111110110",5,5,4,FALSE,FALSE
"0000100001001110111110111",5,5,3,FALSE,FALSE
"0000100001001110111111000",5,5,3,FALSE,FALSE
"0000100001001110111111001",5,5,3,FALSE,FALSE
"0000100001001110111111010",5,5,5,FALSE,FALSE
"0000100001001110111111011",5,5,4,FALSE,FALSE
"0000100001001110111111110",5,5,4,FALSE,FALSE
"0000100001001110111111111",5,5,3,FALSE,FALSE
"0000100001001111100011000",5,5,3,FALSE,FALSE
"0000100001001111100011001",5,5,3,FALSE,FALSE
"0000100001001111100011010",5,5,4,FALSE,FALSE
"0000100001001111100011011",5,5,3,FALSE,FALSE
"0000100001001111100011110",5,5,3,FALSE,FALSE
"0000100001001111100011111",5,5,3,FALSE,FALSE
"0000100001001111100111001",5,5,3,FALSE,FALSE
"0000100001001111100111010",5,5,5,FALSE,FALSE
"0000100001001111100111011",5,5,3,FALSE,FALSE
"0000100001001111100111110",5,5,3,FALSE,FALSE
"0000100001001111100111111",5,5,3,FALSE,FALSE
"0000100001001111101011010",5,5,3,FALSE,FALSE
"0000100001001111101011011",5,5,5,FALSE,FALSE
"0000100001001111101011100",5,5,5,FALSE,FALSE
"0000100001001111101011101",5,5,5,FALSE,FALSE
"0000100001001111101011110",5,5,5,FALSE,FALSE
"0000100001001111101011111",5,5,5,FALSE,FALSE
"0000100001001111101111011",5,5,3,FALSE,FALSE
"0000100001001111101111100",5,5,5,FALSE,FALSE
"0000100001001111101111101",5,5,3,FALSE,FALSE
"0000100001001111101111110",5,5,3,FALSE,FALSE
"0000100001001111101111111",5,5,3,FALSE,FALSE
"0000100001001111111011110",5,5,3,FALSE,FALSE
"0000100001001111111011111",5,5,3,FALSE,FALSE
"0000100001001111111111111",5,5,3,FALSE,FALSE
"0000100001010001011011000",5,5,3,FALSE,FALSE
"0000100001010001011011001",5,5,4,FALSE,FALSE
"0000100001010001011111000",5,5,3,FALSE,FALSE
"0000100001010001011111001",5,5,3,FALSE,FALSE
"0000100001010011011011000",5,5,4,FALSE,FALSE
"0000100001010011011011001",5,5,4,FALSE,FALSE
"0000100001010011011111000",5,5,4,FALSE,FALSE
"0000100001010011011111001",5,5,3,FALSE,FALSE
"0000100001010101010011000",5,5,4,FALSE,FALSE
"0000100001010101010011001",5,5,3,FALSE,FALSE
"0000100001010101010011010",5,5,3,FALSE,FALSE
"0000100001010101010011011",5,5,3,FALSE,FALSE
"0000100001010101010111000",5,5,3,TRUE,FALSE
"0000100001010101010111001",5,5,4,FALSE,FALSE
"0000100001010101010111010",5,5,4,FALSE,FALSE
"0000100001010101010111011",5,5,3,FALSE,FALSE
"0000100001010101011011000",5,5,3,TRUE,FALSE
"0000100001010101011011001",5,5,4,FALSE,FALSE
"0000100001010101011011010",5,5,4,FALSE,FALSE
"0000100001010101011011011",5,5,3,FALSE,FALSE
"0000100001010101011111000",5,5,3,TRUE,FALSE
"0000100001010101011111001",5,5,3,FALSE,FALSE
"0000100001010101011111010",5,5,3,FALSE,FALSE
"0000100001010101011111011",5,5,4,FALSE,FALSE
"0000100001010111010011000",5,5,3,TRUE,FALSE
"0000100001010111010011001",5,5,4,FALSE,FALSE
"0000100001010111010011010",5,5,3,FALSE,FALSE
"0000100001010111010011011",5,5,3,FALSE,FALSE
"0000100001010111010111000",5,5,3,FALSE,FALSE
"0000100001010111010111001",5,5,4,FALSE,FALSE
"0000100001010111010111010",5,5,5,FALSE,FALSE
"0000100001010111010111011",5,5,3,FALSE,FALSE
"0000100001010111011011000",5,5,4,FALSE,FALSE
"0000100001010111011011001",5,5,5,TRUE,FALSE
"0000100001010111011011010",5,5,5,TRUE,FALSE
"0000100001010111011011011",5,5,5,FALSE,FALSE
"0000100001010111011111000",5,5,3,FALSE,FALSE
"0000100001010111011111001",5,5,3,TRUE,FALSE
"0000100001010111011111010",5,5,4,FALSE,FALSE
"0000100001010111011111011",5,5,4,FALSE,FALSE
"0000100001011100111010000",5,5,2,FALSE,FALSE
"0000100001011100111010001",5,5,3,FALSE,FALSE
"0000100001011100111010010",5,5,3,FALSE,FALSE
"0000100001011100111010011",5,5,3,FALSE,FALSE
"0000100001011100111010110",5,5,3,TRUE,FALSE
"0000100001011100111010111",5,5,3,FALSE,FALSE
"0000100001011100111011110",5,5,3,FALSE,FALSE
"0000100001011100111011111",5,5,3,FALSE,FALSE
"0000100001011100111110000",5,5,3,FALSE,FALSE
"0000100001011100111110001",5,5,3,FALSE,FALSE
"0000100001011100111110010",5,5,3,FALSE,FALSE
"0000100001011100111110011",5,5,5,FALSE,FALSE
"0000100001011100111110110",5,5,5,FALSE,FALSE
"0000100001011100111110111",5,5,3,FALSE,FALSE
"0000100001011100111111110",5,5,3,FALSE,FALSE
"0000100001011100111111111",5,5,3,FALSE,FALSE
"0000100001011101000010000",5,5,2,FALSE,FALSE
"0000100001011101000010001",5,5,3,FALSE,FALSE
"0000100001011101000010010",5,5,3,FALSE,FALSE
"0000100001011101000010011",5,5,4,FALSE,FALSE
"0000100001011101000010110",5,5,4,FALSE,FALSE
"0000100001011101000010111",5,5,3,FALSE,FALSE
"0000100001011101000011110",5,5,3,FALSE,FALSE
"0000100001011101000011111",5,5,2,FALSE,FALSE
"0000100001011101000110001",5,5,3,FALSE,FALSE
"0000100001011101000110010",5,5,4,FALSE,FALSE
"0000100001011101000110011",5,5,4,FALSE,FALSE
"0000100001011101000110110",5,5,4,FALSE,FALSE
"0000100001011101000110111",5,5,3,FALSE,FALSE
"0000100001011101000111110",5,5,3,FALSE,FALSE
"0000100001011101000111111",5,5,3,FALSE,FALSE
"0000100001011101001010010",5,5,3,FALSE,FALSE
"0000100001011101001010011",5,5,3,FALSE,FALSE
"0000100001011101001010100",5,5,3,TRUE,FALSE
"0000100001011101001010101",5,5,4,FALSE,FALSE
"0000100001011101001010110",5,5,4,FALSE,FALSE
"0000100001011101001010111",5,5,3,FALSE,FALSE
"0000100001011101001011100",5,5,3,FALSE,FALSE
"0000100001011101001011101",5,5,3,FALSE,FALSE
"0000100001011101001011110",5,5,3,FALSE,FALSE
"0000100001011101001011111",5,5,3,FALSE,FALSE
"0000100001011101001110011",5,5,3,FALSE,FALSE
"0000100001011101001110100",5,5,4,FALSE,FALSE
"0000100001011101001110101",5,5,5,TRUE,FALSE
"0000100001011101001110110",5,5,5,TRUE,FALSE
"0000100001011101001110111",5,5,5,FALSE,FALSE
"0000100001011101001111100",5,5,5,FALSE,FALSE
"0000100001011101001111101",5,5,5,FALSE,FALSE
"0000100001011101001111110",5,5,5,FALSE,FALSE
"0000100001011101001111111",5,5,5,FALSE,FALSE
"0000100001011101011010110",5,5,3,TRUE,FALSE
"0000100001011101011010111",5,5,5,FALSE,FALSE
"0000100001011101011011000",5,5,3,FALSE,FALSE
"0000100001011101011011001",5,5,5,FALSE,FALSE
"0000100001011101011011010",5,5,3,FALSE,FALSE
"0000100001011101011011011",5,5,5,FALSE,FALSE
"0000100001011101011011110",5,5,5,FALSE,FALSE
"0000100001011101011011111",5,5,5,FALSE,FALSE
"0000100001011101011110111",5,5,3,FALSE,FALSE
"0000100001011101011111000",5,5,3,FALSE,FALSE
"0000100001011101011111001",5,5,5,FALSE,FALSE
"0000100001011101011111010",5,5,5,FALSE,FALSE
"0000100001011101011111011",5,5,3,FALSE,FALSE
"0000100001011101011111110",5,5,3,FALSE,FALSE
"0000100001011101011111111",5,5,3,FALSE,FALSE
"0000100001011101111011110",5,5,3,FALSE,FALSE
"0000100001011101111011111",5,5,3,FALSE,FALSE
"0000100001011101111111111",5,5,3,FALSE,FALSE
"0000100001011110111110000",5,5,3,FALSE,FALSE
"0000100001011110111110001",5,5,3,FALSE,FALSE
"0000100001011110111110010",5,5,3,FALSE,FALSE
"0000100001011110111110011",5,5,3,FALSE,FALSE
"0000100001011110111110110",5,5,3,FALSE,FALSE
"0000100001011110111110111",5,5,3,TRUE,FALSE
"0000100001011110111111110",5,5,4,FALSE,FALSE
"0000100001011110111111111",5,5,3,FALSE,FALSE
"0000100001011111000010000",5,5,3,FALSE,FALSE
"0000100001011111000010001",5,5,3,FALSE,FALSE
"0000100001011111000010010",5,5,3,FALSE,FALSE
"0000100001011111000010011",5,5,3,FALSE,FALSE
"0000100001011111000010110",5,5,3,FALSE,FALSE
"0000100001011111000010111",5,5,4,FALSE,FALSE
"0000100001011111000011110",5,5,3,FALSE,FALSE
"0000100001011111000011111",5,5,3,FALSE,FALSE
"0000100001011111000110001",5,5,3,FALSE,FALSE
"0000100001011111000110010",5,5,4,FALSE,FALSE
"0000100001011111000110011",5,5,3,FALSE,FALSE
"0000100001011111000110110",5,5,3,FALSE,FALSE
"0000100001011111000110111",5,5,4,FALSE,FALSE
"0000100001011111000111110",5,5,3,FALSE,FALSE
"0000100001011111000111111",5,5,3,FALSE,FALSE
"0000100001011111001010010",5,5,3,FALSE,FALSE
"0000100001011111001010011",5,5,3,FALSE,FALSE
"0000100001011111001010100",5,5,3,TRUE,FALSE
"0000100001011111001010101",5,5,3,FALSE,FALSE
"0000100001011111001010110",5,5,3,FALSE,FALSE
"0000100001011111001010111",5,5,4,FALSE,FALSE
"0000100001011111001011100",5,5,3,FALSE,FALSE
"0000100001011111001011101",5,5,3,FALSE,FALSE
"0000100001011111001011110",5,5,3,FALSE,FALSE
"0000100001011111001011111",5,5,3,FALSE,FALSE
"0000100001011111001110011",5,5,3,FALSE,FALSE
"0000100001011111001110100",5,5,3,FALSE,FALSE
"0000100001011111001110101",5,5,3,TRUE,FALSE
"0000100001011111001110110",5,5,4,FALSE,FALSE
"0000100001011111001110111",5,5,4,FALSE,FALSE
"0000100001011111001111100",5,5,5,FALSE,FALSE
"0000100001011111001111101",5,5,3,FALSE,FALSE
"0000100001011111001111110",5,5,3,FALSE,FALSE
"0000100001011111001111111",5,5,3,FALSE,FALSE
"0000100001011111011010110",5,5,3,FALSE,FALSE
"0000100001011111011010111",5,5,3,FALSE,FALSE
"0000100001011111011011000",5,5,3,FALSE,FALSE
"0000100001011111011011001",5,5,5,FALSE,FALSE
"0000100001011111011011010",5,5,5,FALSE,FALSE
"0000100001011111011011011",5,5,3,FALSE,FALSE
"0000100001011111011011110",5,5,3,FALSE,FALSE
"0000100001011111011011111",5,5,3,FALSE,FALSE
"0000100001011111011110111",5,5,3,TRUE,FALSE
"0000100001011111011111000",5,5,3,FALSE,FALSE
"0000100001011111011111001",5,5,3,FALSE,FALSE
"0000100001011111011111010",5,5,3,FALSE,FALSE
"0000100001011111011111011",5,5,3,FALSE,FALSE
"0000100001011111011111110",5,5,6,FALSE,FALSE
"0000100001011111011111111",5,5,5,FALSE,FALSE
"0000100001011111111011110",5,5,4,FALSE,FALSE
"0000100001011111111011111",5,5,4,FALSE,FALSE
"0000100001011111111111111",5,5,3,FALSE,FALSE
"0000100001111101111011110",5,5,2,FALSE,FALSE
"0000100001111101111011111",5,5,2,FALSE,FALSE
"0000100001111101111111111",5,5,2,FALSE,FALSE
"0000100001111111111111111",5,5,3,FALSE,FALSE
"0000100010000100001011100",5,5,2,FALSE,FALSE
"0000100010000100001011101",5,5,3,FALSE,FALSE
"0000100010000100001011110",5,5,3,FALSE,FALSE
"0000100010000100001011111",5,5,3,FALSE,FALSE
"0000100010000100001111100",5,5,3,FALSE,FALSE
"0000100010000100001111101",5,5,3,FALSE,FALSE
"0000100010000100001111110",5,5,3,FALSE,FALSE
"0000100010000100001111111",5,5,3,FALSE,FALSE
"0000100010000100010011000",5,5,2,FALSE,FALSE
"0000100010000100010011001",5,5,3,FALSE,FALSE
"0000100010000100010011010",5,5,3,FALSE,FALSE
"0000100010000100010011011",5,5,3,FALSE,FALSE
"0000100010000100010011100",5,5,3,FALSE,FALSE
"0000100010000100010011101",5,5,3,FALSE,FALSE
"0000100010000100010011110",5,5,3,FALSE,FALSE
"0000100010000100010011111",5,5,3,FALSE,FALSE
"0000100010000100010111000",5,5,3,FALSE,FALSE
"0000100010000100010111001",5,5,3,FALSE,FALSE
"0000100010000100010111010",5,5,3,FALSE,FALSE
"0000100010000100010111011",5,5,3,FALSE,FALSE
"0000100010000100010111100",5,5,3,FALSE,FALSE
"0000100010000100010111101",5,5,3,FALSE,FALSE
"0000100010000100010111110",5,5,3,FALSE,FALSE
"0000100010000100010111111",5,5,3,FALSE,FALSE
"0000100010000100011011000",5,5,3,FALSE,FALSE
"0000100010000100011011001",5,5,3,FALSE,FALSE
"0000100010000100011011010",5,5,3,FALSE,FALSE
"0000100010000100011011011",5,5,3,FALSE,FALSE
"0000100010000100011011100",5,5,3,FALSE,FALSE
"0000100010000100011011101",5,5,3,FALSE,FALSE
"0000100010000100011011110",5,5,3,FALSE,FALSE
"0000100010000100011011111",5,5,3,FALSE,FALSE
"0000100010000100011111000",5,5,3,FALSE,FALSE
"0000100010000100011111001",5,5,3,FALSE,FALSE
"0000100010000100011111010",5,5,3,FALSE,FALSE
"0000100010000100011111011",5,5,3,FALSE,FALSE
"0000100010000100011111100",5,5,4,FALSE,FALSE
"0000100010000100011111101",5,5,3,FALSE,FALSE
"0000100010000100011111110",5,5,3,FALSE,FALSE
"0000100010000100011111111",5,5,3,FALSE,FALSE
"0000100010000100110010000",5,5,2,FALSE,FALSE
"0000100010000100110010001",5,5,3,FALSE,FALSE
"0000100010000100110010010",5,5,3,FALSE,FALSE
"0000100010000100110010011",5,5,3,FALSE,FALSE
"0000100010000100110010100",5,5,3,TRUE,FALSE
"0000100010000100110010101",5,5,3,FALSE,FALSE
"0000100010000100110010110",5,5,3,FALSE,FALSE
"0000100010000100110010111",5,5,3,FALSE,FALSE
"0000100010000100110011100",5,5,3,FALSE,FALSE
"0000100010000100110011101",5,5,3,FALSE,FALSE
"0000100010000100110011110",5,5,3,FALSE,FALSE
"0000100010000100110011111",5,5,3,FALSE,FALSE
"0000100010000100110110000",5,5,3,FALSE,FALSE
"0000100010000100110110001",5,5,3,FALSE,FALSE
"0000100010000100110110010",5,5,3,FALSE,FALSE
"0000100010000100110110011",5,5,3,FALSE,FALSE
"0000100010000100110110100",5,5,3,FALSE,FALSE
"0000100010000100110110101",5,5,3,TRUE,FALSE
"0000100010000100110110110",5,5,3,TRUE,FALSE
"0000100010000100110110111",5,5,3,FALSE,FALSE
"0000100010000100110111100",5,5,4,FALSE,FALSE
"0000100010000100110111101",5,5,3,FALSE,FALSE
"0000100010000100110111110",5,5,3,FALSE,FALSE
"0000100010000100110111111",5,5,3,FALSE,FALSE
"0000100010000100111010000",5,5,3,FALSE,FALSE
"0000100010000100111010001",5,5,3,FALSE,FALSE
"0000100010000100111010010",5,5,3,FALSE,FALSE
"0000100010000100111010011",5,5,3,FALSE,FALSE
"0000100010000100111010100",5,5,3,FALSE,FALSE
"0000100010000100111010101",5,5,3,TRUE,FALSE
"0000100010000100111010110",5,5,3,TRUE,FALSE
"0000100010000100111010111",5,5,3,FALSE,FALSE
"0000100010000100111011100",5,5,4,FALSE,FALSE
"0000100010000100111011101",5,5,3,FALSE,FALSE
"0000100010000100111011110",5,5,3,FALSE,FALSE
"0000100010000100111011111",5,5,3,FALSE,FALSE
"0000100010000100111110000",5,5,3,FALSE,FALSE
"0000100010000100111110001",5,5,3,FALSE,FALSE
"0000100010000100111110010",5,5,3,FALSE,FALSE
"0000100010000100111110011",5,5,3,FALSE,FALSE
"0000100010000100111110100",5,5,3,FALSE,FALSE
"0000100010000100111110101",5,5,3,FALSE,FALSE
"0000100010000100111110110",5,5,3,FALSE,FALSE
"0000100010000100111110111",5,5,3,TRUE,FALSE
"0000100010000100111111100",5,5,3,FALSE,FALSE
"0000100010000100111111101",5,5,4,FALSE,FALSE
"0000100010000100111111110",5,5,4,FALSE,FALSE
"0000100010000100111111111",5,5,3,FALSE,FALSE
"0000100010000101110011100",5,5,2,FALSE,FALSE
"0000100010000101110011101",5,5,3,FALSE,FALSE
"0000100010000101110011110",5,5,3,FALSE,FALSE
"0000100010000101110011111",5,5,2,FALSE,FALSE
"0000100010000101110111101",5,5,3,FALSE,FALSE
"0000100010000101110111110",5,5,3,FALSE,FALSE
"0000100010000101110111111",5,5,3,FALSE,FALSE
"0000100010000101111011110",5,5,3,FALSE,FALSE
"0000100010000101111011111",5,5,3,FALSE,FALSE
"0000100010000101111111111",5,5,3,FALSE,FALSE
"0000100010000110001111100",5,5,3,FALSE,TRUE
"0000100010000110001111101",5,5,3,FALSE,TRUE
"0000100010000110001111110",5,5,3,FALSE,TRUE
"0000100010000110001111111",5,5,3,FALSE,TRUE
"0000100010000110010011000",5,5,3,FALSE,TRUE
"0000100010000110010011001",5,5,3,FALSE,TRUE
"0000100010000110010011010",5,5,3,FALSE,TRUE
"0000100010000110010011011",5,5,3,FALSE,TRUE
"0000100010000110010011100",5,5,3,FALSE,TRUE
"0000100010000110010011101",5,5,3,FALSE,TRUE
"0000100010000110010011110",5,5,3,FALSE,TRUE
"0000100010000110010011111",5,5,3,FALSE,TRUE
"0000100010000110010111000",5,5,3,FALSE,TRUE
"0000100010000110010111001",5,5,3,FALSE,TRUE
"0000100010000110010111010",5,5,3,FALSE,TRUE
"0000100010000110010111011",5,5,3,FALSE,TRUE
"0000100010000110010111100",5,5,3,FALSE,TRUE
"0000100010000110010111101",5,5,3,FALSE,TRUE
"0000100010000110010111110",5,5,3,FALSE,TRUE
"0000100010000110010111111",5,5,3,FALSE,TRUE
"0000100010000110011011000",5,5,3,FALSE,TRUE
"0000100010000110011011001",5,5,3,FALSE,TRUE
"0000100010000110011011010",5,5,3,FALSE,TRUE
"0000100010000110011011011",5,5,3,FALSE,TRUE
"0000100010000110011011100",5,5,3,FALSE,TRUE
"0000100010000110011011101",5,5,3,FALSE,TRUE
"0000100010000110011011110",5,5,3,FALSE,TRUE
"0000100010000110011011111",5,5,3,FALSE,TRUE
"0000100010000110011111000",5,5,3,FALSE,TRUE
"0000100010000110011111001",5,5,3,FALSE,TRUE
"0000100010000110011111010",5,5,3,FALSE,TRUE
"0000100010000110011111011",5,5,3,FALSE,TRUE
"0000100010000110011111100",5,5,4,FALSE,TRUE
"0000100010000110011111101",5,5,3,FALSE,TRUE
"0000100010000110011111110",5,5,3,FALSE,TRUE
"0000100010000110011111111",5,5,3,FALSE,TRUE
"0000100010000110110010000",5,5,3,FALSE,TRUE
"0000100010000110110010001",5,5,3,FALSE,TRUE
"0000100010000110110010010",5,5,3,FALSE,TRUE
"0000100010000110110010011",5,5,3,FALSE,TRUE
"0000100010000110110010100",5,5,5,TRUE,TRUE
"0000100010000110110010101",5,5,3,FALSE,TRUE
"0000100010000110110010110",5,5,3,FALSE,TRUE
"0000100010000110110010111",5,5,3,FALSE,TRUE
"0000100010000110110011100",5,5,3,FALSE,TRUE
"0000100010000110110011101",5,5,3,FALSE,TRUE
"0000100010000110110011110",5,5,3,FALSE,TRUE
"0000100010000110110011111",5,5,3,FALSE,TRUE
"0000100010000110110110000",5,5,3,FALSE,TRUE
"0000100010000110110110001",5,5,3,FALSE,TRUE
"0000100010000110110110010",5,5,3,FALSE,TRUE
"0000100010000110110110011",5,5,3,FALSE,TRUE
"0000100010000110110110100",5,5,3,FALSE,TRUE
"0000100010000110110110101",5,5,5,TRUE,TRUE
"0000100010000110110110110",5,5,5,TRUE,TRUE
"0000100010000110110110111",5,5,3,FALSE,TRUE
"0000100010000110110111100",5,5,4,FALSE,TRUE
"0000100010000110110111101",5,5,3,FALSE,TRUE
"0000100010000110110111110",5,5,3,FALSE,TRUE
"0000100010000110110111111",5,5,3,FALSE,TRUE
"0000100010000110111010000",5,5,3,FALSE,TRUE
"0000100010000110111010001",5,5,3,FALSE,TRUE
"0000100010000110111010010",5,5,3,FALSE,TRUE
"0000100010000110111010011",5,5,3,FALSE,TRUE
"0000100010000110111010100",5,5,3,FALSE,TRUE
"0000100010000110111010101",5,5,5,TRUE,TRUE
"0000100010000110111010110",5,5,5,TRUE,TRUE
"0000100010000110111010111",5,5,3,FALSE,TRUE
"0000100010000110111011100",5,5,4,FALSE,TRUE
"0000100010000110111011101",5,5,3,FALSE,TRUE
"0000100010000110111011110",5,5,3,FALSE,TRUE
"0000100010000110111011111",5,5,3,FALSE,TRUE
"0000100010000110111110000",5,5,3,FALSE,TRUE
"0000100010000110111110001",5,5,3,FALSE,TRUE
"0000100010000110111110010",5,5,3,FALSE,TRUE
"0000100010000110111110011",5,5,3,FALSE,TRUE
"0000100010000110111110100",5,5,3,FALSE,TRUE
"0000100010000110111110101",5,5,3,FALSE,TRUE
"0000100010000110111110110",5,5,3,FALSE,TRUE
"0000100010000110111110111",5,5,5,TRUE,TRUE
"0000100010000110111111100",5,5,3,FALSE,TRUE
"0000100010000110111111101",5,5,4,FALSE,TRUE
"0000100010000110111111110",5,5,4,FALSE,TRUE
"0000100010000110111111111",5,5,3,FALSE,TRUE
"0000100010000111110011100",5,5,3,FALSE,FALSE
"0000100010000111110011101",5,5,3,FALSE,TRUE
"0000100010000111110011110",5,5,3,FALSE,TRUE
"0000100010000111110011111",5,5,3,FALSE,TRUE
"0000100010000111110111101",5,5,3,FALSE,FALSE
"0000100010000111110111110",5,5,3,FALSE,FALSE
"0000100010000111110111111",5,5,3,FALSE,TRUE
"0000100010000111111011110",5,5,3,FALSE,FALSE
"0000100010000111111011111",5,5,3,FALSE,TRUE
"0000100010000111111111111",5,5,3,FALSE,FALSE
"0000100010001000010011000",5,5,2,FALSE,FALSE
"0000100010001000010011001",5,5,3,FALSE,FALSE
"0000100010001000010011010",5,5,3,FALSE,FALSE
"0000100010001000010011011",5,5,3,FALSE,FALSE
"0000100010001000010011100",5,5,3,FALSE,FALSE
"0000100010001000010011101",5,5,3,FALSE,FALSE
"0000100010001000010011110",5,5,3,FALSE,FALSE
"0000100010001000010011111",5,5,3,FALSE,FALSE
"0000100010001000010111000",5,5,3,FALSE,TRUE
"0000100010001000010111001",5,5,3,FALSE,TRUE
"0000100010001000010111010",5,5,3,FALSE,TRUE
"0000100010001000010111011",5,5,3,FALSE,TRUE
"0000100010001000010111100",5,5,3,FALSE,TRUE
"0000100010001000010111101",5,5,3,FALSE,TRUE
"0000100010001000010111110",5,5,3,FALSE,TRUE
"0000100010001000010111111",5,5,3,FALSE,TRUE
"0000100010001000011011000",5,5,3,FALSE,TRUE
"0000100010001000011011001",5,5,3,FALSE,TRUE
"0000100010001000011011010",5,5,3,FALSE,TRUE
"0000100010001000011011011",5,5,3,FALSE,TRUE
"0000100010001000011011100",5,5,3,FALSE,TRUE
"0000100010001000011011101",5,5,3,FALSE,TRUE
"0000100010001000011011110",5,5,3,FALSE,TRUE
"0000100010001000011011111",5,5,3,FALSE,TRUE
"0000100010001000011111000",5,5,3,FALSE,TRUE
"0000100010001000011111001",5,5,3,FALSE,TRUE
"0000100010001000011111010",5,5,3,FALSE,TRUE
"0000100010001000011111011",5,5,3,FALSE,TRUE
"0000100010001000011111100",5,5,3,FALSE,TRUE
"0000100010001000011111101",5,5,3,FALSE,TRUE
"0000100010001000011111110",5,5,3,FALSE,TRUE
"0000100010001000011111111",5,5,3,FALSE,TRUE
"0000100010001000100010000",5,5,2,TRUE,TRUE
"0000100010001000100010001",5,5,3,TRUE,TRUE
"0000100010001000100010010",5,5,3,TRUE,TRUE
"0000100010001000100010011",5,5,3,TRUE,TRUE
"0000100010001000100010100",5,5,3,TRUE,TRUE
"0000100010001000100010101",5,5,3,TRUE,TRUE
"0000100010001000100010110",5,5,3,TRUE,TRUE
"0000100010001000100010111",5,5,3,TRUE,TRUE
"0000100010001000100011000",5,5,3,TRUE,TRUE
"0000100010001000100011001",5,5,3,TRUE,TRUE
"0000100010001000100011010",5,5,3,TRUE,TRUE
"0000100010001000100011011",5,5,3,TRUE,TRUE
"0000100010001000100011100",5,5,3,TRUE,TRUE
"0000100010001000100011101",5,5,3,TRUE,TRUE
"0000100010001000100011110",5,5,3,TRUE,TRUE
"0000100010001000100011111",5,5,3,TRUE,TRUE
"0000100010001000100110000",5,5,3,TRUE,TRUE
"0000100010001000100110001",5,5,3,TRUE,TRUE
"0000100010001000100110010",5,5,3,TRUE,TRUE
"0000100010001000100110011",5,5,3,TRUE,TRUE
"0000100010001000100110100",5,5,3,TRUE,TRUE
"0000100010001000100110101",5,5,3,TRUE,TRUE
"0000100010001000100110110",5,5,3,TRUE,TRUE
"0000100010001000100110111",5,5,3,TRUE,TRUE
"0000100010001000100111000",5,5,4,TRUE,TRUE
"0000100010001000100111001",5,5,3,TRUE,TRUE
"0000100010001000100111010",5,5,3,TRUE,TRUE
"0000100010001000100111011",5,5,3,TRUE,TRUE
"0000100010001000100111100",5,5,3,TRUE,TRUE
"0000100010001000100111101",5,5,3,TRUE,TRUE
"0000100010001000100111110",5,5,3,TRUE,TRUE
"0000100010001000100111111",5,5,3,TRUE,TRUE
"0000100010001000101010000",5,5,3,TRUE,TRUE
"0000100010001000101010001",5,5,3,TRUE,TRUE
"0000100010001000101010010",5,5,3,TRUE,TRUE
"0000100010001000101010011",5,5,3,TRUE,TRUE
"0000100010001000101010100",5,5,3,TRUE,TRUE
"0000100010001000101010101",5,5,3,TRUE,TRUE
