"Matrix","Nrow","Ncol","IBRDepth","IBRSpkSep","IBRLisSep","SurprisalIBRDepth","SurprisalIBRSpkSep","SurprisalIBRLisSep"
"0011",2,2,"4","FALSE","FALSE","4","FALSE","FALSE"
"0110",2,2,"2","TRUE","TRUE","2","TRUE","TRUE"
"0111",2,2,"3","TRUE","TRUE","3","TRUE","TRUE"
"1111",2,2,"2","FALSE","FALSE","2","FALSE","FALSE"
